"ID";"FullName";"global_id";"ShortName";"AdmArea";"District";"Address";"Owner";"TestDate";"geodata_center";"geoarea";
"Код";"Полное официальное наименование";"global_id";"Сокращенное наименование";"Административный округ";"Район";"Адрес";"Наименование компании";"Дата проверки";"geodata_center";"geoarea";
"14";"Автомобильный заправочный комплекс № 1 «РН-Москва»";"4539435";"АЗК № 1 «РН-Москва»";"Северо-Восточный административный округ";"район Отрадное";"улица Декабристов, дом 47Б";"ОАО «РН-Москва»";"04.04.2013";"";"";
"15";"Автомобильный заправочный комплекс № 11 «РН-Москва»";"4539436";"АЗК № 11 «РН-Москва»";"Северный административный округ";"Бескудниковский район";"Дубнинская улица, дом 52";"ОАО «РН-Москва»";"04.04.2013";"";"";
"16";"Автомобильная заправочная станция «Альфа-Петрол М» на Ясеневой улице, дом 13А";"4539437";"АЗС «Альфа-Петрол М» на Ясеневой улице, дом 13А";"Южный административный округ";"район Орехово-Борисово Южное";"Ясеневая улица, дом 13А";"ООО «Альфа-Петрол М»";"09.04.2013";"";"";
"19";"Автомобильная заправочная станция № 18 «ЕКА-АЗС»";"4539438";"АЗС № 18 «ЕКА-АЗС»";"Северный административный округ";"район Сокол";"улица Панфилова, владение 2";"ООО «ЕКА-АЗС»";"10.04.2013";"";"";
"20";"Автомобильный заправочный комплекс № 57 «РН-Москва»";"4539439";"АЗК № 57 «РН-Москва»";"Юго-Восточный административный округ";"Рязанский район";"Рязанский проспект, владение 26, корпус 2";"ОАО «РН-Москва»";"11.04.2013";"";"";
"21";"Автомобильный заправочный комплекс № 42 «РН-Москва»";"4539440";"АЗК № 42 «РН-Москва»";"Восточный административный округ";"район Новокосино";"5-й километр Московской Кольцевой Автодороги, владение 6";"ОАО «РН-Москва»";"11.04.2013";"";"";
"25";"Автомобильный заправочный комплекс № 35 «РН-Москва»";"4539441";"АЗК № 35 «РН-Москва»";"Юго-Восточный административный округ";"район Выхино-Жулебино";"9-й километр Московской Кольцевой Автодороги";"ОАО «РН-Москва»";"23.04.2013";"";"";
"26";"Автомобильная заправочная станция № 4 «Транс АЗС»";"4539442";"АЗС № 4 «Транс АЗС»";"Юго-Восточный административный округ";"Рязанский район";"Рязанский проспект, владение 14, строение 4";"ЗАО «Транс АЗС»";"24.04.2013";"";"";
"36";"Автомобильный заправочный комплекс № 4 «Валар»";"4539443";"АЗК № 4 «Валар»";"Восточный административный округ";"район Гольяново";"Монтажная улица, дом 3А,строение 1";"ООО «Валар»";"21.05.2013";"";"";
"38";"Автомобильная заправочная станция «ТД «Нефтьмагистраль» на Волгоградском проспекте, владение 26";"4539444";"АЗС «ТД «Нефтьмагистраль» на Волгоградском проспекте, владение 26";"Юго-Восточный административный округ";"Южнопортовый район";"Волгоградский проспект, владение 26";"ООО «ТД «Нефтьмагистраль»";"22.05.2013";"";"";
"39";"Автомобильная заправочная станция «Валар» на 39-м километре Московской Кольцевой Автодороги, владение 1, строение 1";"4539445";"АЗС «Валар» на 39-м километре Московской Кольцевой Автодороги, владение 1, строение 1";"Юго-Западный административный округ";"район Ясенево";"39-й километр Московской Кольцевой Автодороги, владение 1, строение 1";"ООО «Валар»";"26.05.2013";"";"";
"45";"Автомобильная заправочная станция «ТК «Новаторрус-Инвест» на Сельскохозяйственной улице, владение 40";"4539446";"АЗС «ТК «Новаторрус-Инвест» на Сельскохозяйственной улице, владение 40";"Северо-Восточный административный округ";"район Свиблово";"Сельскохозяйственная улица, владение 40";"ОАО «ТК «Новаторрус-Инвест»";"25.06.2013";"";"";
"47";"Автомобильная заправочная станция № 23 «Транс АЗС»";"4539447";"АЗС № 23 «Транс АЗС»";"Восточный административный округ";"район Ивановское";"1-й километр Московской Кольцевой Автодороги, строение 2А";"ЗАО «Транс АЗС»";"12.07.2013";"";"";
"52";"Автомобильная заправочная станция «САГАН» на Симферопольском шоссе, дом 9";"4539448";"АЗС «САГАН» на Симферопольском шоссе, дом 9";"Новомосковский административный округ";"поселение Щербинка";"Симферопольское шоссе, дом 9";"ООО «САГАН»";"08.08.2013";"";"";
"1";"Автомобильная заправочная станция № 450 «ЕТ-АЗС»";"4539449";"АЗС № 450 «ЕТ-АЗС»";"Северо-Восточный административный округ";"район Северное Медведково";"Полярная улица, владение 37В";"ООО «ЕТ-АЗС»";"22.01.2013";"";"";
"3";"Автомобильная заправочная станция № 14 «ТК Нефтепродуктсервис»";"4539450";"АЗС № 14 «ТК Нефтепродуктсервис»";"Северо-Восточный административный округ";"район Северное Медведково";"Осташковская улица, владение 18А";"ООО «ТК Нефтепродуктсервис»";"25.02.2013";"";"";
"5";"Автомобильная заправочная станция № 4 «Сокол»";"4539451";"АЗС № 4 «Сокол»";"Юго-Западный административный округ";"район Ясенево";"39-й километр Московской Кольцевой Автодороги";"ООО «Сокол»";"26.02.2013";"";"";
"6";"Автомобильная заправочная станция № 3 «ТК НИКОЙЛ»";"4539452";"АЗС № 3 «ТК НИКОЙЛ»";"Юго-Западный административный округ";"район Северное Бутово";"улица Поляны, владение 12";"ООО «ТК НИКОЙЛ»";"14.03.2013";"";"";
"11";"Автомобильная заправочная станция № 28 «ЕКА-АЗС»";"4539453";"АЗС № 28 «ЕКА-АЗС»";"Юго-Западный административный округ";"район Зюзино";"Балаклавский проспект, дом 30";"ООО «ЕКА-АЗС»";"21.03.2013";"";"";
"17";"Многофункциональная автомобильная заправочная станция № 9 «НГК «Интеройл»";"4539454";"МАЗС № 9 «НГК «Интеройл»";"Северо-Западный административный округ";"район Митино";"улица Зенитчиков, дом 7";"ООО «НГК «Интеройл»";"09.04.2013";"";"";
"22";"Автомобильный заправочный комплекс № 43 «РН-Москва»";"4539455";"АЗК № 43 «РН-Москва»";"Юго-Восточный административный округ";"район Выхино-Жулебино";"8-й километр Московской Кольцевой Автодороги, владение 2";"ОАО «РН-Москва»";"11.04.2013";"";"";
"23";"Автомобильная заправочная станция № 98 «Газпромнефть-Центр»";"4539456";"АЗС № 98 «Газпромнефть-Центр»";"Северный административный округ";"район Аэропорт";"Ленинградский проспект, владение 45А";"ООО «Газпромнефть-Центр»";"17.04.2013";"";"";
"27";"Автомобильная заправочная станция «Шелл Нефть» на Волгоградском проспекте, владение 79";"4539457";"АЗС «Шелл Нефть» на Волгоградском проспекте, владение 79";"Юго-Восточный административный округ";"район Текстильщики";"Волгоградский проспект, владение 79";"ООО «Шелл Нефть»";"26.04.2013";"";"";
"29";"Автомобильная заправочная станция № 116 «Валар»";"4539458";"АЗС № 116 «Валар»";"Западный административный округ";"район Филёвский Парк";"Большая Филёвская улица, дом 5А";"ООО «Валар»";"14.05.2013";"";"";
"31";"Автомобильный заправочный комплекс № 5 «Валар»";"4539459";"АЗК № 5 «Валар»";"Юго-Западный административный округ";"район Северное Бутово";"Куликовская улица, дом 2, строение 1";"ООО «Валар»";"14.05.2013";"";"";
"33";"Автомобильная заправочная станция № 16 «Валар»";"4539460";"АЗС № 16 «Валар»";"Новомосковский административный округ";"поселение Сосенское";"36-й километр Калужского шоссе";"ООО «Валар»";"16.05.2013";"";"";
"34";"Автомобильный заправочный комплекс № 8 «Валар»";"4539461";"АЗК № 8 «Валар»";"Восточный административный округ";"район Богородское";"улица Богородский Вал, дом 3А, строение 1";"ООО «Валар»";"21.05.2013";"";"";
"35";"Автомобильный заправочный комплекс № 9 «Валар»";"4539462";"АЗК № 9 «Валар»";"Восточный административный округ";"район Богородское";"Открытое шоссе, дом 14Г, строение 1";"ООО «Валар»";"21.05.2013";"";"";
"42";"Автомобильная заправочная станция «Механизация-2» на Южнопортовой улице, дом 17Б";"4539463";"АЗС «Механизация-2» на Южнопортовой улице, дом 17Б";"Юго-Восточный административный округ";"район Печатники";"Южнопортовая улица, дом 17Б";"ОАО «Механизация-2»";"11.06.2013";"";"";
"44";"Автомобильная заправочная станция № 777 «ТК «Новаторрус-Инвест»";"4539464";"АЗС № 777 «ТК «Новаторрус-Инвест»";"Юго-Восточный административный округ";"район Печатники";"Шоссейная улица, дом 1, владение 10";"ОАО «ТК «Новаторрус-Инвест»";"25.06.2013";"";"";
"46";"Автомобильная заправочная станция «ТК «Новаторрус-Инвест» на Ярославском шоссе, владение 47";"4539465";"АЗС «ТК «Новаторрус-Инвест» на Ярославском шоссе, владение 47";"Северо-Восточный административный округ";"Ярославский район";"Ярославское шоссе, владение 47";"ОАО «ТК «Новаторрус-Инвест»";"25.06.2013";"";"";
"49";"Автомобильная заправочная станция «Галерея ВИП ТУР» на Волжском бульваре, дом 53, владение 1";"4539466";"АЗС «Галерея ВИП ТУР» на Волжском бульваре, дом 53, владение 1";"Юго-Восточный административный округ";"Рязанский район";"Волжский бульвар, дом 53, владение 1";"ООО «Галерея ВИП ТУР»";"01.08.2017";"";"";
"50";"Автомобильный заправочный комплекс «ТНК-Столица» на Рябиновой улице, владение 56";"4539467";"АЗК «ТНК-Столица» на Рябиновой улице, владение 56";"Западный административный округ";"район Очаково-Матвеевское";"Рябиновая улица, владение 56";"ОАО «ТНК-Столица»";"06.08.2013";"";"";
"53";"Автомобильная заправочная станция «ВэСКа» на 78-м километре Московской Кольцевой Автодороги";"4539468";"АЗС «ВэСКа» на 78-м километре Московской Кольцевой Автодороги";"Северный административный округ";"район Западное Дегунино";"78-й километр Московской Кольцевой Автодороги";"ООО «ВэСКа»";"12.08.2013";"";"";
"58";"Автомобильная заправочная станция № 1 «Сервис ФСП» на Краснобогатырской улице, владение 22";"4539469";"АЗС № 1 «Сервис ФСП» на Краснобогатырской улице, владение 22";"Восточный административный округ";"район Богородское";"Краснобогатырская улица, владение 22";"ООО «Сервис ФСП»";"20.05.2014";"";"";
"59";"Автомобильная заправочная станция «ТНК-Столица» на Юрловском проезде, владение 8-12";"4539470";"АЗС «ТНК-Столица» на Юрловском проезде, владение 8-12";"Северо-Восточный административный округ";"район Отрадное";"Юрловский проезд, владение 8-12";"ОАО «ТНК-Столица»";"02.09.2013";"";"";
"61";"Автомобильная заправочная станция «Альфа-Петрол-Л» на Анадырском проезде, владение 20";"4539471";"АЗС «Альфа-Петрол-Л» на Анадырском проезде, владение 20";"Северо-Восточный административный округ";"Лосиноостровский район";"Анадырский проезд, владение 20";"ООО «Альфа-Петрол-Л»";"10.11.2017";"";"";
"63";"Автомобильная заправочная станция «Софразвитие» на Рябиновой улице, дом 67, сооружение 1";"4539472";"АЗС «Софразвитие» на Рябиновой улице, дом 67, сооружение 1";"Западный административный округ";"район Очаково-Матвеевское";"Рябиновая улица, дом 67, сооружение 1";"ООО «Софразвитие»";"10.09.2013";"";"";
"72";"Автомобильная заправочная станция № 83 «Валар»";"4539473";"АЗС № 83 «Валар»";"Центральный административный округ";"район Хамовники";"улица Хамовнический Вал, владение 40, строение 1";"ООО «Валар»";"15.10.2013";"";"";
"75";"Автомобильная заправочная станция № 1 «Меркурий»";"4539474";"АЗС № 1 «Меркурий»";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Волоколамское шоссе, дом 132";"ЗАО фирма «Меркурий»";"07.11.2013";"";"";
"80";"Автомобильная заправочная станция № 12 «Компания ТРАССА»";"4539475";"АЗС № 12 «Компания ТРАССА»";"Новомосковский административный округ";"поселение Внуковское";"деревня Рассказовка";"ООО «Компания ТРАССА»";"14.04.2017";"";"";
"86";"Автомобильная заправочная станция «АВИС-АМ» на 32-м километре Московской Кольцевой Автодороги, владение 7";"4539476";"АЗС «АВИС-АМ» на 32-м километре Московской Кольцевой Автодороги, владение 7";"Южный административный округ";"район Чертаново Южное";"32-й километр Московской Кольцевой Автодороги, владение 7";"ООО «АВИС-АМ»";"14.11.2017";"";"";
"87";"Многофункциональный автомобильный заправочный комплекс «Бутово» «Петрол Комплекс Эквипмент Кампани»";"4539477";"МАЗК «Бутово» «Петрол Комплекс Эквипмент Кампани»";"Юго-Западный административный округ";"район Северное Бутово";"Старобитцевская улица, дом 2, строение 1";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"30.01.2014";"";"";
"91";"Автомобильная заправочная станция «Приоритет» на улице Академика Ильюшина, дом 19Б";"4539478";"АЗС «Приоритет» на улице Академика Ильюшина, дом 19Б";"Северный административный округ";"район Аэропорт";"улица Академика Ильюшина, дом 19Б";"ЗАО КХК «Приоритет»";"25.02.2014";"";"";
"93";"Автомобильная заправочная станция № 49 «Татнефть-АЗС-Запад»";"4539479";"АЗС № 49 «Татнефть-АЗС-Запад»";"Западный административный округ";"Можайский район";"улица Красных Зорь, строение 12";"ООО «Татнефть-АЗС-Запад»";"04.03.2014";"";"";
"98";"Многофункциональный автомобильный заправочный комплекс «Северянин» «Петрол Комплекс Эквипмент Кампани»";"4539480";"МАЗК «Северянин» «Петрол Комплекс Эквипмент Кампани»";"Северо-Восточный административный округ";"Ярославский район";"Ярославское шоссе, владение 3, строение 2";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"05.03.2014";"";"";
"101";"Автомобильная заправочная станция № 234 «Татнефть-АЗС-Запад»";"4539481";"АЗС № 234 «Татнефть-АЗС-Запад»";"Юго-Восточный административный округ";"район Печатники";"2-я улица Машиностроения, владение 8";"ООО «Татнефть-АЗС-Запад»";"06.03.2014";"";"";
"103";"Автомобильная заправочная станция № 246 «Татнефть-АЗС-Запад»";"4539482";"АЗС № 246 «Татнефть-АЗС-Запад»";"Юго-Восточный административный округ";"Нижегородский район";"Рязанский проспект, владение 2";"ООО «Татнефть-АЗС-Запад»";"06.03.2014";"";"";
"104";"Автомобильная заправочная станция № 122 «Валар»";"4539483";"АЗС № 122 «Валар»";"Западный административный округ";"Можайский район";"Можайское шоссе, владение 58";"ООО «Валар»";"11.03.2014";"";"";
"105";"Многофункциональный автомобильный заправочный комплекс «Спасская» «Петрол Комплекс Эквипмент Кампани»";"4539484";"МАЗК «Спасская» «Петрол Комплекс Эквипмент Кампани»";"Северо-Западный административный округ";"район Строгино";"65-й километр Московской Кольцевой Автодороги, владение 1";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"11.03.2014";"";"";
"109";"Автомобильная заправочная станция № 82 «Татнефть-АЗС-Запад»";"4539485";"АЗС № 82 «Татнефть-АЗС-Запад»";"Восточный административный округ";"район Ивановское";"1-й километр Московской Кольцевой Автодороги, владение 2";"ООО «Татнефть-АЗС-Запад»";"12.03.2014";"";"";
"110";"Автомобильная заправочная станция № 84 «Татнефть-АЗС-Запад»";"4539486";"АЗС № 84 «Татнефть-АЗС-Запад»";"Восточный административный округ";"район Ивановское";"шоссе Энтузиастов, дом 92Г";"ООО «Татнефть-АЗС-Запад»";"12.03.2014";"";"";
"112";"Многофункциональный автомобильный заправочный комплекс «Котловка» «Петрол Комплекс Эквипмент Кампани»";"4539487";"МАЗК «Котловка» «Петрол Комплекс Эквипмент Кампани»";"Юго-Западный административный округ";"район Котловка";"Севастопольский проспект, дом 8";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"13.03.2014";"";"";
"114";"Многофункциональный автомобильный заправочный комплекс «Профсоюзная» «Петрол Комплекс Эквипмент Кампани»";"4539488";"МАЗК «Профсоюзная» «Петрол Комплекс Эквипмент Кампани»";"Юго-Западный административный округ";"район Коньково";"Профсоюзная улица, дом 84А";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"13.03.2014";"";"";
"117";"Автомобильная заправочная станция № 2 «Аванти МТА»";"4539489";"АЗС № 2 «Аванти МТА»";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, владение 20";"ООО «Аванти МТА»";"18.03.2014";"";"";
"118";"Автомобильная заправочная станция № 31 «СБС»";"4539490";"АЗС № 31 «СБС»";"Северо-Восточный административный округ";"Алексеевский район";"улица Космонавтов, владение 19";"ООО Компания «СБС»";"31.03.2014";"";"";
"120";"Автомобильная заправочная станция № 1 «Сокол»";"4539491";"АЗС № 1 «Сокол»";"Новомосковский административный округ";"поселение Московский";"32-й километр Калужского шоссе";"ООО «Сокол»";"10.04.2014";"";"";
"126";"Автомобильная заправочная станция «Фирма ОЛА» на Минской улице, дом 4 А";"4539492";"АЗС «Фирма ОЛА» на Минской улице, дом 4А";"Западный административный округ";"район Филёвский Парк";"Минская улица, дом 4А";"ООО «Фирма ОЛА»";"13.05.2014";"";"";
"128";"Автомобильна заправочная станция № 566 «Лукойл-Центрнефтепродукт» на 109 километре МКАД, владение 14";"4539493";"АЗС № 566 «Лукойл-Центрнефтепродукт» на 109 километре МКАД, владение 14";"Восточный административный округ";"район Ивановское";"109 километр МКАД, владение 14";"ООО «Лукойл-Центрнефтепродукт»";"03.06.2014";"";"";
"132";"Автомобильная заправочная станция «Эконефтепродукт» на Волоколамском шоссе, владение 101";"4539494";"АЗС «Эконефтепродукт» на Волоколамском шоссе, вледение 101";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Волоколамское шоссе, владение 101";"ООО «Эконефтепродукт»";"26.06.2014";"";"";
"134";"Автомобильная заправочная станция «Сокол» в посёлке Коммунарка";"4539495";"АЗС «Сокол» в посёлке Коммунарка";"Новомосковский административный округ";"поселение Сосенское";"посёлок Коммунарка поселение Сосенское";"ООО «Сокол»";"01.07.2014";"";"";
"137";"Автомобильная заправочная станция «Приоритет - World» на Дмитровском шоссе, дом 64, корпус. 6, строение 1";"4539496";"АЗС «Приоритет - World» на Дмитровском шоссе, дом 64, корпус. 6, строение 1";"Северный административный округ";"Бескудниковский район";"Дмитровское шоссе, дом 64, корпус. 6, строение 1";"ЗАО коммерческо-холдинговая компания «Приоритет - World»";"14.08.2014";"";"";
"140";"Автомобильная заправочная станция «Луч» на улице Маршала Прошлякова, дом 12, корпус 4";"4539497";"АЗС «Луч» на улице Маршала Прошлякова, дом 12, корпус 4";"Северо-Западный административный округ";"район Строгино";"улица Маршала Прошлякова, дом 12, корпус 4";"ООО «Луч»";"11.09.2020";"";"";
"2";"Автомобильная заправочная станция № 15 «ТК Нефтепродуктсервис»";"4539498";"АЗС № 15 «ТК Нефтепродуктсервис»";"Восточный административный округ";"район Вешняки";"Кетчерская улица, дом 5";"ООО «ТК Нефтепродуктсервис»";"25.02.2013";"";"";
"4";"Автомобильная заправочная станция № 3 «Сокол»";"4539499";"АЗС № 3 «Сокол»";"Новомосковский административный округ";"поселение Сосенское";"35-й километр Калужского шоссе";"ООО «Сокол»";"26.02.2013";"";"";
"7";"Автомобильный заправочный комплекс № 3 «РН-Москва»";"4539500";"АЗК № 3 «РН-Москва»";"Северо-Восточный административный округ";"район Бибирево";"улица Пришвина, владение 6А";"ОАО «РН-Москва»";"19.03.2013";"";"";
"9";"Автомобильная заправочная станция № 12 «Транс АЗС»";"4539501";"АЗС № 12 «Транс АЗС»";"Южный административный округ";"Даниловский район";"Крутицкая набережная, дом 13А";"ЗАО «Транс АЗС»";"21.03.2013";"";"";
"10";"Автомобильная заправочная станция № 47 «Газпромнефть-Центр»";"4539502";"АЗС № 47 «Газпромнефть-Центр»";"Западный административный округ";"район Проспект Вернадского";"Ленинский проспект, дом 142А";"ООО «Газпромнефть-Центр»";"21.03.2013";"";"";
"12";"Автомобильная заправочная станция № 138 «Газпромнефть-Центр»";"4539503";"АЗС № 138 «Газпромнефть-Центр»";"Северо-Восточный административный округ";"Алтуфьевский район";"Алтуфьевское шоссе, владение 10Б";"ООО «Газпромнефть-Центр»";"28.03.2013";"";"";
"54";"Автомобильная заправочная станция «ВэСКа» на Краснополянской улице, дом 1";"4539504";"АЗС «ВэСКа» на Краснополянской улице, дом 1";"Северный административный округ";"район Западное Дегунино";"Краснополянская улица, дом 1";"ООО «ВэСКа»";"12.08.2013";"";"";
"55";"Автомобильная заправочная станция «Компания ТРАССА» на 43-м километре Калужского шоссе, строение 2";"4539505";"АЗС «Компания ТРАССА» на 43-м километре Калужского шоссе, строение 2";"Троицкий административный округ";"поселение Краснопахорское";"43-й километр Калужского шоссе, строение 2";"ООО «Компания ТРАССА»";"18.04.2017";"";"";
"56";"Автомобильная заправочная станция «Транссервис-А.С.» на Краснохоломской набережной, владение 13А";"4539506";"АЗС «Транссервис-А.С.» на Краснохоломской набережной, владение 13А";"Центральный административный округ";"Таганский район";"Краснохолмская набережная, владение 13А";"ООО «Транссервис-А.С.»";"22.08.2013";"";"";
"57";"Автомобильная заправочная станция «ОЙЛ-ТРАСТ» на 35-м километре Московской Кольцевой Автодороги, владение 6";"4539507";"АЗС «ОЙЛ-ТРАСТ» на 35-м километре Московской Кольцевой Автодороги, владение 6";"Юго-Западный административный округ";"район Ясенево";"35-й километр Московской Кольцевой Автодороги, владение 6";"ООО «ОЙЛ-ТРАСТ»";"29.08.2013";"";"";
"62";"Автомобильная заправочная станция № 520 «Лукойл-ЦНП»";"4539508";"АЗС № 520 «Лукойл-ЦНП»";"Юго-Восточный административный округ";"район Текстильщики";"Грайвороновская улица, дом 1";"ООО «Лукойл-ЦНП»";"10.09.2013";"";"";
"67";"Автомобильная заправочная станция «Россервис» на Можайском шоссе, владение 55";"4539509";"АЗС «Россервис» на Можайском шоссе, владение 55";"Западный административный округ";"Можайский район";"Можайское шоссе, владение 55";"ООО «Россервис»";"26.09.2013";"";"";
"68";"Автомобильная заправочная станция № 18 «АЗС-Регион»";"4539510";"АЗС № 18 «АЗС-Регион»";"Троицкий административный округ";"поселение Троицк";"город Троицк, микрорайон В, дом 63";"ООО «АЗС-Регион»";"01.10.2013";"";"";
"71";"Автомобильная заправочная станция № 597 «Лукойл-ЦНП»";"4539511";"АЗС № 597 «Лукойл-ЦНП»";"Южный административный округ";"Нагорный район";"Варшавское шоссе, владение 24А";"ООО «Лукойл-ЦНП»";"08.10.2013";"";"";
"76";"Автомобильная заправочная станция № 3 «Меркурий»";"4539512";"АЗС № 3 «Меркурий»";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, дом 1";"ЗАО фирма «Меркурий»";"12.11.2013";"";"";
"78";"Автомобильная заправочная станция № 2 «Меркурий»";"4539513";"АЗС № 2 «Меркурий»";"Северо-Западный административный округ";"район Северное Тушино";"71-й километр Московской Кольцевой Автодороги, владение 9";"ЗАО фирма «Меркурий»";"12.11.2013";"";"";
"79";"Автомобильная заправочная станция «Альянс» на Варшавском шоссе, владение 206А, строение 1";"4539514";"АЗС «Альянс» на Варшавском шоссе, владение 206А, строение 1";"Юго-Западный административный округ";"район Южное Бутово";"Варшавское шоссе, владение 206А, строение 1";"ООО «Альянс»";"14.11.2013";"";"";
"82";"Автомобильная заправочная станция № 6 «Компания ТРАССА»";"4539515";"АЗС № 6 «Компания ТРАССА»";"Новомосковский административный округ";"поселение Московский";"37-й километр Киевского шоссе";"ООО «Компания ТРАССА»";"14.04.2017";"";"";
"83";"Автомобильная заправочная станция «Фортекс»";"4539516";"АЗС № 6 «Фортекс»";"Южный административный округ";"район Бирюлёво Восточное";"Загорьевский проезд, владение 12";"ООО «Фортекс»";"24.08.2021";"";"";
"89";"Автомобильная заправочная станция «Транссервис-А.С.» на Гончарной набережной, владение 9, строение 2";"4539517";"АЗС «Транссервис-А.С.» на Гончарной набережной, владение 9, строение 2";"Центральный административный округ";"Таганский район";"Гончарная набережная, владение 9, строение 2";"ООО «Транссервис-А.С.»";"06.02.2014";"";"";
"92";"Автомобильная заправочная станция № 235 «Татнефть-АЗС-Запад»";"4539518";"АЗС № 235 «Татнефть-АЗС-Запад»";"Западный административный округ";"район Фили-Давыдково";"Кутузовский проспект, владение 72";"ООО «Татнефть-АЗС-Запад»";"04.03.2014";"";"";
"94";"Автомобильная заправочная станция № 208 «Татнефть-АЗС-Запад»";"4539519";"АЗС № 208 «Татнефть-АЗС-Запад»";"Западный административный округ";"Можайский район";"улица Маршала Неделина, владение 18";"ООО «Татнефть-АЗС-Запад»";"04.03.2014";"";"";
"96";"Многофункциональный автомобильный заправочный комплекс «Медведково» «Петрол Комплекс Эквипмент Кампани»";"4539520";"МАЗК «Медведково» «Петрол Комплекс Эквипмент Кампани»";"Северо-Восточный административный округ";"район Бибирево";"87-й километр Московской Кольцевой Автодороги, владение 14";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"05.03.2014";"";"";
"97";"Многофункциональный автомобильный заправочный комплекс «Гольяново» «Петрол Комплекс Эквипмент Кампани»";"4539521";"МАЗК «Гольяново» «Петрол Комплекс Эквипмент Кампани»";"Восточный административный округ";"район Гольяново";"102-й километр Московской Кольцевой Автодороги, владение 20";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"05.03.2014";"";"";
"99";"Многофункциональный автомобильный заправочный комплекс «Саяны» «Петрол Комплекс Эквипмент Кампани»";"4539522";"МАЗК «Саяны» «Петрол Комплекс Эквипмент Кампани»";"Северо-Восточный административный округ";"Ярославский район";"Ярославское шоссе, владение 116";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"05.03.2014";"";"";
"100";"Автомобильная заправочная станция № 261 «Татнефть-АЗС-Запад»";"4539523";"АЗС № 261 «Татнефть-АЗС-Запад»";"Центральный административный округ";"район Замоскворечье";"Жуков проезд, владение 15А";"ООО «Татнефть-АЗС-Запад»";"06.03.2014";"";"";
"108";"Автомобильная заправочная станция № 85 «Татнефть-АЗС-Запад»";"4539524";"АЗС № 85 «Татнефть-АЗС-Запад»";"Восточный административный округ";"район Новокосино";"4-й километр Московской Кольцевой Автодороги";"ООО «Татнефть-АЗС-Запад»";"12.03.2014";"";"";
"116";"Автомобильная заправочная станция № 1 «Аванти МТА»";"4539525";"АЗС № 1 «Аванти МТА»";"Северо-Западный административный округ";"район Щукино";"улица Берзарина, дом 26, корпус 1";"ООО «Аванти МТА»";"18.03.2014";"";"";
"122";"Автомобильная заправочная станция № 7 «Транссервис-А.С.»";"4539526";"АЗС № 7 «Транссервис-А.С.»";"Центральный административный округ";"Таганский район";"Волгоградский проспект, владение 1";"ООО «Транссервис-А.С.»";"15.04.2014";"";"";
"123";"Автомобильная заправочная станция «Транссервис-А.С.» на Пролетарском проспекте, владение 30А";"4539527";"АЗС «Транссервис-А.С.» на Пролетарском проспекте, владение 30А";"Южный административный округ";"район Царицыно";"Пролетарский проспект, владение 30А";"ООО «Транссервис-А.С.»";"17.04.2014";"";"";
"124";"Автомобильная заправочная станция «Вектор» на Пятницком шоссе, дом 2";"4539528";"АЗС «Вектор» на Пятницком шоссе, дом 2";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, дом 2";"ООО «Вектор»";"22.04.2014";"";"";
"125";"Автомобильная заправочная станция «Фортекс» на Алтуфьевском шоссе, дом 77Б";"4539529";"АЗС «Фортекс» на Алтуфьевском шоссе, дом 77Б";"Северо-Восточный административный округ";"Алтуфьевский район";"Алтуфьевское шоссе, дом 77Б";"ООО «Фортекс»";"24.04.2014";"";"";
"130";"Автомобильная заправочная станция «Академическая» на проспекте 60-ти летия Октября, владение 8, строение 1";"4539530";"АЗС «Академическая» на проспекте 60-ти летия Октября, владение 8, строение 1";"Юго-Западный административный округ";"Академический район";"проспект 60-ти летия Октября, владение 8, строение 1";"ОАО «РН-Столица»";"19.06.2014";"";"";
"135";"Автомобильная заправочная станция «Приоритет - World» на Южнопортовой улице, дом 19Б";"4539531";"АЗС «Приоритет - World» на Южнопортовой улице, дом 19Б";"Юго-Восточный административный округ";"район Печатники";"Южнопортовая улица, дом 19Б";"ЗАО коммерческо-холдинговая компания «Приоритет - World»";"14.08.2014";"";"";
"138";"Автомобильная заправочная станция ПКП «КАРТЕКС» на улице Садовники, дом 11А, строение 1";"4539532";"АЗС ПКП «КАРТЕКС» на улице Садовники, дом 11А, строение 1";"Южный административный округ";"район Нагатино-Садовники";"улица Садовники, дом 11А, строение 1";"ООО ПКП «КАРТЕКС»";"21.08.2014";"";"";
"142";"Автомобильная заправочная станция «Нефтьмагистраль» на Южнопортовой улице, дом 38Б";"4539533";"АЗС «Нефтьмагистраль» на Южнопортовой улице, дом 38Б";"Юго-Восточный административный округ";"район Печатники";"Южнопортовая улица, дом 38Б";"ООО «ТД Нефтьмагистраль»";"30.09.2014";"";"";
