"ID";"FullName";"global_id";"ShortName";"AdmArea";"District";"Address";"Owner";"TestDate";"geodata_center";"geoarea";
"Код";"Полное официальное наименование";"global_id";"Сокращенное наименование";"Административный округ";"Район";"Адрес";"Наименование компании";"Дата проверки";"geodata_center";"geoarea";
"223";"Автомобильная заправочная станция «Строй-Инвест» в Костомаровском переулке, дом 10, строение 2";"167792414";"АЗС «Строй-Инвест» в Костомаровском переулке, дом 10, строение 2";"Центральный административный округ";"Таганский район";"Костомаровскй переулок, дом 10, строение 2";"ООО «Строй-Инвест»";"22.03.2016";"";"";
"224";"Автомобильная заправочная станция «Татнефть-АЗС-Запад» на 50-м километре Калужского шоссе";"167792432";"АЗС «Татнефть-АЗС-Запад» на 50-м километре Калужского шоссе";"Троицкий административный округ";"поселение Краснопахорское";"50-й километр Калужского шоссе";"ООО «Татнефть-АЗС-Запад»";"24.03.2016";"";"";
"225";"Автомобильная заправочная станция «Валента» в Зеленограде на проезде 4807, строение 6";"167792444";"АЗС «Валента» в Зеленограде на проезде 4807, строение 6";"Зеленоградский административный округ";"район Савёлки";"Зеленоград на проезде 4807, строение 6";"ООО НПКФ «Валента»";"31.03.2016";"";"";
"226";"Автомобильная заправочная станция «Эни-Нефто» на Ленинградском шоссе, владение 63Г";"276155313";"АЗС «Эни-Нефто» на Ленинградском шоссе, владение 63Г";"Северный административный округ";"район Левобережный";"Ленинградское шоссе, владение 63Г";"ООО «Эни-Нефто»";"07.11.2018";"";"";
"227";"Автомобильная заправочная станция «Валар» на 36-м километре Калужского шоссе";"276155322";"АЗС «Валар» на 36-м километре Калужского шоссе";"Новомосковский административный округ";"поселение Десеновское";"36-й километр Калужского шоссе";"ООО «Валар»";"09.08.2016";"";"";
"228";"Автомобильная заправочная станция «Перспектива» на улице Борисовские пруды, владение 1";"276155348";"АЗС «Перспектива» на улице Борисовские пруды, владение 1";"Южный административный округ";"район Москворечье-Сабурово";"улица Борисовские пруды, владение 1";"ООО «Перспектива»";"12.02.2021";"";"";
"229";"Автомобильная заправочная станция «Сети» на Крылатской улице, владение 2А";"276155359";"АЗС «Сети» на Крылатской улице, владение 2А";"Западный административный округ";"район Крылатское";"Крылатская улица, владение 2А";"ЗАО «Сети»";"20.09.2016";"";"";
"230";"Автомобильная заправочная станция «Сети» на улице 1905 года, дом 27, строение 1";"276155454";"АЗС «Сети» на улице 1905 года, дом 27, строение 1";"Центральный административный округ";"Пресненский район";"улица 1905 года, дом 27, строение 1";"ЗАО «Сети»";"20.09.2016";"";"";
"231";"Автомобильная заправочная станция «Сети» на 29-м километре Московской кольцевой автомобильной дороги, владение 8";"276155745";"АЗС «Сети» на 29-м километре Московской кольцевой автомобильной дороги, владение 8";"Южный административный округ";"район Бирюлёво Западное";"29-й километр Московской кольцевой автомобильной дороги, владение 8";"ЗАО «Сети»";"20.09.2016";"";"";
"232";"Автомобильная заправочная станция «ПИК-Индустрия» на проезде Стройкомбината, дом 1, строение 34";"282478903";"АЗС «ПИК-Индустрия» на проезде Стройкомбината, дом 1, строение 34";"Западный административный округ";"район Очаково-Матвеевское";"проезд Стройкомбината, дом 1, строение 34";"АО «ПИК-Индустрия»";"13.10.2016";"";"";
"233";"Автомобильная заправочная станция «ОПОРА» в поселении Щаповское, деревня Троицкое";"282479101";"АЗС «ОПОРА» в поселении Щаповское, деревня Троицкое";"Троицкий административный округ";"поселение Щаповское";"поселение Щаповское, деревня Троицкое";"ООО «ОПОРА»";"25.10.2016";"";"";
"234";"Автомобильная заправочная станция «НИКОЙЛ» на улице Поляны, владение 12";"282479276";"АЗС «НИКОЙЛ» на улице Поляны, владение 12";"Юго-Западный административный округ";"район Северное Бутово";"улица Поляны, владение 12";"ООО УК «НИКОЙЛ»";"27.10.2016";"";"";
"235";"Автомобильная заправочная станция «ОЙЛ СИТИ» на улице Новосущевская, владение 5, строение 1";"282479433";"АЗС «ОЙЛ СИТИ» на улице Новосущевская, владение 5, строение 1";"Центральный административный округ";"Тверской район";"улица Новосущевская, владение 5, строение 1";"ООО «ОЙЛ СИТИ»";"22.11.2016";"";"";
"236";"Автомобильная заправочная станция «Петро Транс» на 34-м километре Киевского шоссе";"282479738";"АЗС «Петро Транс» на 34-м километре Киевского шоссе";"Новомосковский административный округ";"поселение Марушкинское";"34-й километр Киевского шоссе";"ООО «Петро Транс»";"26.02.2021";"";"";
"237";"Автомобильная заправочная станция «Компания ЛЕМА» на 67-м километре Московской Кольцевой Автодороги, владение 7";"282479886";"АЗС «Компания ЛЕМА» на 67-м километре Московской Кольцевой Автодороги, владение 7";"Северо-Западный административный округ";"район Митино";"67-й километр Московской Кольцевой Автодороги, владение 7";"ЗАО «Компания ЛЕМА»";"06.12.2016";"";"";
"238";"Автомобильная заправочная станция «Меркурий» на Походном проезде, дом 1, строение 1";"282479984";"АЗС «Меркурий» на Походном проезде, дом 1, строение 1";"Северо-Западный административный округ";"район Южное Тушино";"Походный проезд, дом 1, строение 1";"ЗАО Фирма «Меркурий»";"13.12.2016";"";"";
"239";"Автомобильная заправочная станция «Татнефть-АЗС-Запад» на Кутузовском проспекте, дом 72";"282543185";"АЗС «Татнефть-АЗС-Запад» на Кутузовском проспекте, дом 72";"Западный административный округ";"район Фили-Давыдково";"Кутузовский проспект, дом 72";"ООО «Татнефть-АЗС-Запад»";"20.12.2016";"";"";
"240";"Автомобильная заправочная станция «Газпромнефть-Северо-Запад» на Кутузовском проспекте, владение 55";"282543633";"АЗС «Газпромнефть-Северо-Запад» на Кутузовском проспекте, владение 55";"Западный административный округ";"район Фили-Давыдково";"Кутузовский проспект, владение 55";"АО «Газпромнефть-Северо-Запад»";"20.12.2016";"";"";
"241";"Автомобильная заправочная станция № 8 «Валар» на Богородском валу, д. 3А, стр. 1";"334978883";"АЗС № 8 «Валар» на Богородском валу, д. 3А, стр. 1";"Восточный административный округ";"район Богородское";"Богородский вал, д. 3А, стр. 1";"ООО «Валар»";"01.02.2017";"";"";
"242";"Автомобильная заправочная станция № 9 «Валар» на Открытом шоссе, д. 14Г, стр. 1";"334978884";"АЗС № 9 «Валар» на Открытом шоссе, д. 14Г, стр. 1";"Восточный административный округ";"район Богородское";"Открытое шоссе, д. 14Г, стр. 1";"ООО «Валар»";"01.02.2017";"";"";
"243";"Автомобильная заправочная станция № 4 «Валар» на Монтажной ул., д. 3А, стр. 1";"334978885";"АЗС № 4 «Валар» на Монтажной ул., д. 3А, стр. 1";"Восточный административный округ";"район Гольяново";"Монтажная ул., д. 3А, стр. 1";"ООО «Валар»";"01.02.2017";"";"";
"244";"Автомобильная заправочная станция № 6 «Валар» на ул. Уткина, вл. 45Б";"334978886";"АЗС № 6 «Валар» на ул. Уткина, вл. 45Б";"Восточный административный округ";"район Соколиная Гора";"ул. Уткина, вл. 45Б";"ООО «Валар»";"01.02.2017";"";"";
"245";"Автомобильная заправочная станция № 116 «Валар» на ул. Большая Филевская, д. 5А";"334978887";"АЗС № 116 «Валар» на ул. Большая Филевская, д. 5А";"Западный административный округ";"район Филёвский Парк";"ул. Большая Филевская, д. 5А";"ООО «Валар»";"03.02.2017";"";"";
"246";"Автомобильная заправочная станция № 83 «Валар» на ул. Хамовнический вал, д. 40, стр. 1";"334978889";"АЗС № 83 «Валар» на ул. Хамовнический вал, д. 40 стр. 1";"Центральный административный округ";"район Хамовники";"Хамовнический вал, д. 40, стр. 1";"ООО «Валар»";"03.02.2017";"";"";
"247";"Автомобильная заправочная станция № 18 «Валар» на Боровском шоссе, 0,6 км";"334978890";"АЗС № 18 «Валар» на Боровском шоссе, 0,6 км";"Западный административный округ";"район Солнцево";"Боровское шоссе, 0,6 км";"ООО «Валар»";"07.02.2017";"";"";
"248";"Автомобильная заправочная станция № 19 «Валар» на Киевском шоссе, 19 км";"334978894";"АЗС № 19 «Валар» на Киевском шоссе, 19 км";"Новомосковский административный округ";"поселение ""Мосрентген""";"Киевское шоссе, 19 км";"ООО «Валар»";"29.08.2017";"";"";
"249";"Автомобильная заправочная станция № 007 «Валар» на Нахимовском проспекте, д. 10, стр. 1";"334978895";"АЗС № 007 «Валар» на Нахимовском проспекте, д. 10, стр. 1";"Юго-Западный административный округ";"район Котловка";"Нахимовский проспект, д. 10, стр. 1";"ООО «Валар»";"07.02.2017";"";"";
"250";"Автомобильная заправочная станция № 12 «Валар» на 39-м километре Московской кольцевой автомобильной дороги, владение 1, строение 1";"334978896";"АЗС № 12 «Валар» на 39-м километре Московской кольцевой автомобильной дороги, владение 1, строение 1";"Юго-Западный административный округ";"район Ясенево";"39-й километр Московской кольцевой автомобильной дороги, владение 1, строение 1";"ООО «Валар»";"10.02.2017";"";"";
"251";"Автомобильная заправочная станция № 5 «Валар» на Куликовской ул., вл. 2, стр. 1";"334978897";"АЗС № 5 «Валар» на Куликовской ул., вл. 2, стр. 1";"Юго-Западный административный округ";"район Северное Бутово";"Куликовская ул., вл. 2, стр. 1";"ООО «Валар»";"10.02.2017";"";"";
"252";"Автомобильная заправочная станция № 29 «Валар» д. Десна, на Рябиновой ул., вл. 17";"334978899";"АЗС № 29 «Валар» д. Десна, на Рябиновой ул., вл. 17";"Новомосковский административный округ";"поселение Десеновское";"д. Десна, Рябиновая ул., вл. 17";"ООО «Валар»";"14.02.2017";"";"";
"253";"Автомобильная заправочная станция № 16 «Валар» д. Ватутинки, Калужское шоссе, 36 км";"334978901";"АЗС № 16 «Валар» д. Ватутинки, Калужское шоссе, 36 км";"Новомосковский административный округ";"поселение Десеновское";"д. Ватутинки, Калужское шоссе, 36 км";"ООО «Валар»";"14.02.2017";"";"";
"254";"Автомобильная заправочная станция «ЛУКХАУС» на Волжском бульваре, д. 53, корп. 1";"334978902";"АЗС «ЛУКХАУС» на Волжском бульваре, д. 53, корп. 1";"Юго-Восточный административный округ";"район Кузьминки";"Волжский бульвар, д. 53, корп. 1";"ООО «ЛУКХАУС»";"23.11.2021";"";"";
"255";"Автомобильная заправочная станция «Мега-Петрол» на 41-м километре Калужского шоссе";"477996106";"АЗС «Мега-Петрол» на 41-м километре Калужского шоссе";"Троицкий административный округ";"поселение Троицк";"41-й километр Калужского шоссе";"ООО «Мега-Петрол»";"13.06.2017";"";"";
"256";"Автомобильная заправочная станция № 32 «Валар» на Полярном проезде, дом 6Б";"831771438";"АЗС № 32 «Валар» на Полярном проезде, дом 6Б";"Северо-Восточный административный округ";"район Северное Медведково";"Полярный проезд, дом 6Б";"ООО «Валар»";"06.10.2017";"";"";
"257";"Автомобильная заправочная станция «Инвест Капитал» в Костомаровском переулке, дом 10, строение 2";"831772010";"АЗС «Инвест Капитал» в Костомаровском переулке, дом 10, строение 2";"Центральный административный округ";"Таганский район";"Костомаровский переулок, дом 10, строение 2";"ООО «Инвест Капитал»";"08.12.2017";"";"";
"258";"Автомобильная заправочная станция ИП Левый М.С. в поселке Ерино, на улице Высокая, дом 100";"831772230";"АЗС ИП Левый М.С. в поселке Ерино, на улице Высокая, дом 100";"Новомосковский административный округ";"поселение Рязановское";"поселок Ерино, на улице Высокая, дом 100";"ИП Левый М.С.";"21.11.2017";"";"";
"259";"Автомобильная заправочная станция «Татнефть-АЗС-Запад» на Ленинградском шоссе, дом 77";"860955286";"АЗС «Татнефть-АЗС-Запад» на Ленинградском шоссе, дом 77";"Северный административный округ";"район Левобережный";"Ленинградское шоссе, дом 77";"ООО «Татнефть-АЗС-Запад»";"30.01.2018";"";"";
"260";"Автомобильная заправочная станция «ТД Нефтьмагистраль» на 49-м километре А-101";"860955293";"АЗС «ТД Нефтьмагистраль» на 49-м километре А-101";"Троицкий административный округ";"поселение Краснопахорское";"49-й километр А-101";"ООО «ТД Нефтьмагистраль»";"07.06.2019";"";"";
"261";"Автомобильная заправочная станция «Форт» на 56-м километре Калужского шоссе";"860955294";"АЗС «Форт» на 56-м километре Калужского шоссе";"Троицкий административный округ";"поселение Вороновское";"56-й километр Калужского шоссе";"ООО «Форт»";"02.03.2018";"";"";
"262";"Автомобильная заправочная станция «РН-Москва» на Люблинской улице, владение 92";"878657459";"АЗС «РН-Москва» на Люблинской улице, владение 92";"Юго-Восточный административный округ";"район Марьино";"Люблинская улица, владение 92";"АО «РН-Москва»";"08.05.2018";"";"";
"263";"Автомобильная заправочная станция «РН-Москва» на Волгоградском проспекте, дом 48, корпус 2";"878657499";"АЗС «РН-Москва» на Волгоградском проспекте, дом 48, корпус 2";"Юго-Восточный административный округ";"район Кузьминки";"Волгоградский проспект, дом 48, корпус 2";"АО «РН-Москва»";"08.05.2018";"";"";
"264";"Автомобильная заправочная станция «РН-Москва» на улице Вольная, владение 39";"878657528";"АЗС «РН-Москва» на улице Вольная, владение 39";"Восточный административный округ";"район Соколиная Гора";"улица Вольная, владение 39";"АО «РН-Москва»";"08.05.2018";"";"";
"265";"Автомобильная заправочная станция «РН-Москва» на улице Бутлерова, дом 19А, строение 1";"878657572";"АЗС «РН-Москва» на улице Бутлерова, дом 19А, строение 1";"Юго-Западный административный округ";"район Коньково";"улица Бутлерова, дом 19А, строение 1";"АО «РН-Москва»";"11.05.2018";"";"";
"266";"Автомобильная заправочная станция «РН-Москва» на улице Рябиновая, дом 73";"878657591";"АЗС «РН-Москва» на улице Рябиновая, дом 73";"Западный административный округ";"район Очаково-Матвеевское";"улица Рябиновая, дом 73";"АО «РН-Москва»";"11.05.2018";"";"";
"267";"Автомобильная заправочная станция «РН-Москва» на улице Народного Ополчения, дом 51";"878657952";"АЗС «РН-Москва» на улице Народного Ополчения, дом 51";"Северо-Западный административный округ";"район Щукино";"улица Народного Ополчения, дом 51";"АО «РН-Москва»";"11.05.2018";"";"";
"268";"Автомобильная заправочная станция «РН-Москва» на 23-м километре Киевского шоссе";"878658329";"АЗС «РН-Москва» на 23-м километре Киевского шоссе";"Новомосковский административный округ";"поселение Московский";"23-й километр Киевского шоссе";"АО «РН-Москва»";"15.05.2018";"";"";
"269";"Автомобильная заправочная станция «РН-Москва» на 29-м километре Московской кольцевой автомобильной дороги";"878658619";"АЗС «РН-Москва» на 29-м километре Московской кольцевой автомобильной дороги";"Южный административный округ";"район Бирюлёво Восточное";"29-й километр Московской кольцевой автомобильной дороги";"АО «РН-Москва»";"15.05.2018";"";"";
"270";"Автомобильная заправочная станция «РН-Москва» на Каширском шоссе, дом 61, корпус 5";"878658785";"АЗС «РН-Москва» на Каширском шоссе, дом 61, корпус 5";"Южный административный округ";"район Орехово-Борисово Северное";"Каширское шоссе, дом 61, корпус 5";"АО «РН-Москва»";"15.05.2018";"";"";
"271";"Автомобильная заправочная станция «ВЕМЕС» на Бережсковской набережной, дом 30Б";"889967278";"АЗС «ВЕМЕС» на Бережсковской набережной, дом 30Б";"Западный административный округ";"район Дорогомилово";"Бережсковская набережная, дом 30Б";"ООО «ВЕМЕС»";"10.08.2018";"";"";
"272";"Автомобильная заправочная станция «ВЕМЕС» на 52-м километре Московской кольцевой автомобильной дороги, вл. 3";"889967370";"АЗС «ВЕМЕС» на 52-м километре Московской кольцевой автомобильной дороги, вл. 3";"Западный административный округ";"район Очаково-Матвеевское";"52-й километр Московской кольцевой автомобильной дороги, вл. 3";"ООО «ВЕМЕС»";"10.08.2018";"";"";
"273";"Автомобильная заправочная станция «ТД Нефтьмагистраль» в Канатчиковском проезде, вл. 5";"889967498";"АЗС «ТД Нефтьмагистраль» в Канатчиковском проезде, вл. 5";"Южный административный округ";"Донской район";"Канатчиковский проезд, вл. 5";"ООО «ТД Нефтьмагистраль»";"07.09.2018";"";"";
"274";"Автомобильная заправочная станция «ЛАМБА» на 31-м километре Московской кольцевой автомобильной дороги, вл. 8, стр. 1";"905396120";"АЗС «ЛАМБА» на 31-м километре Московской кольцевой автомобильной дороги, вл. 8, стр. 1";"Южный административный округ";"район Бирюлёво Западное";"31-й километр Московской кольцевой автомобильной дороги, вл. 8, стр. 1";"ООО «ЛАМБА»";"01.11.2018";"";"";
"275";"Автомобильная заправочная станция «РАСА» на 53-м километре Московской кольцевой автомобильной дороги, д. 6Б, стр. 1";"905396163";"АЗС «РАСА» на 53-м километре Московской кольцевой автомобильной дороги, д. 6Б, стр. 1";"Западный административный округ";"Можайский район";"53-й километр Московской кольцевой автомобильной дороги, д. 6Б, стр. 1";"ООО «РАСА»";"02.11.2018";"";"";
"276";"Автомобильная заправочная станция «Татнефть-АЗС-Запад» на Ленинградском шоссе, д. 77А";"905396280";"АЗС «Татнефть-АЗС-Запад» на Ленинградском шоссе, д. 77А";"Северный административный округ";"район Левобережный";"Ленинградское шоссе, д. 77А";"ООО «Татнефть-АЗС-Запад»";"07.11.2018";"";"";
"277";"Автомобильная заправочная станция «Шелл Нефть» на Ленинградском шоссе, д. 71, стр. 1";"905396281";"АЗС «Шелл Нефть» на Ленинградском шоссе, д. 71, стр. 1";"Северный административный округ";"район Левобережный";"Ленинградское шоссе, д. 71, стр. 1";"ООО «Шелл Нефть»";"07.11.2018";"";"";
"278";"Автомобильная заправочная станция «ТК Булл» на 33-м километре Московской кольцевой автомобильной дороги, вл. 10";"905396326";"АЗС «ТК Булл» на 33-м километре Московской кольцевой автомобильной дороги, вл. 10";"Южный административный округ";"район Чертаново Южное";"33-й километр Московской кольцевой автомобильной дороги, вл. 10";"ООО «ТК Булл»";"07.11.2018";"";"";
"279";"Автомобильная заправочная станция «НБА-Северо-Запад» на Ленинградском шоссе, д. 286В";"905396582";"АЗС «НБА-Северо-Запад» на Ленинградском шоссе, д. 286В";"Северный административный округ";"Молжаниновский район";"Ленинградское шоссе, д. 286В";"ООО «НБА-Северо-Запад»";"08.11.2018";"";"";
"280";"Автомобильная заправочная станция «ТД Нефтьмагистраль» на Ленинградском шоссе, д. 23А";"905396678";"АЗС «ТД Нефтьмагистраль» на Ленинградском шоссе, д. 23А";"Северный административный округ";"Войковский район";"Ленинградское шоссе, д. 23А";"ООО «ТД Нефтьмагистраль»";"15.11.2019";"";"";
"281";"Автомобильная заправочная станция «ЛАНА ТЭК» на Лианозовском проезде, вл. 12";"905396699";"АЗС «ЛАНА ТЭК» на Лианозовском проезде, вл. 12";"Северо-Восточный административный округ";"район Лианозово";"Лианозовский проезд, вл. 12";"ООО «ЛАНА ТЭК»";"21.11.2018";"";"";
"282";"Автомобильная заправочная станция «АЗС Трейд» на 34-м километре Киевского шоссе";"905396725";"АЗС «АЗС Трейд» на 34-м километре Киевского шоссе";"Новомосковский административный округ";"поселение Московский";"34-й километр Киевского шоссе";"ООО «АЗС Трейд»";"23.11.2018";"";"";
"283";"Автомобильная заправочная станция «Фортекс» на 35-м километре Калужского шоссе, владение 1Б";"918049710";"АЗС «Фортекс» на 35-м километре Калужского шоссе, владение 1Б";"Новомосковский административный округ";"поселение Десеновское";"35-й километр Калужского шоссе, владение 1Б";"ООО «Фортекс»";"25.01.2019";"";"";
"284";"Автомобильная заправочная станция «Атлант Петролеум 2» на Калужском шоссе, дом 21";"918049807";"АЗС «Атлант Петролеум 2» на Калужском шоссе, дом 21";"Новомосковский административный округ";"поселение Десеновское";"Калужское шоссе, дом 21";"ООО «Атлант Петролеум 2»";"01.02.2019";"";"";
"285";"Автомобильная заправочная станция «РН-Москва» на Каспийской улице, владение 2А";"918049811";"АЗС «РН-Москва» на Каспийской улице, владение 2А";"Южный административный округ";"район Москворечье-Сабурово";"Каспийская улица, владение 2А";"АО «РН-Москва»";"01.03.2019";"";"";
"286";"Автомобильная заправочная станция «АЗС Трейд» на 34-м километре Киевского шоссе, п. Марушкинское";"918049819";"АЗС «АЗС Трейд» на 34-м километре Киевского шоссе, п. Марушкинское";"Новомосковский административный округ";"поселение Марушкинское";"34-й километр Киевского шоссе";"ООО «АЗС Трейд»";"01.03.2019";"";"";
"287";"Автомобильная заправочная станция «ТрансАЗС» на 93-м километре Московской Кольцевой Автодороги, владение 10";"930770748";"АPC «ТрансАЗС» на 93-м километре Московской Кольцевой Автодороги, владение 10";"Северо-Восточный административный округ";"Лосиноостровский район";"93-й километре Московской Кольцевой Автодороги, владение 10";"ЗАО «ТрансАЗС»";"09.04.2019";"";"";
"288";"Автомобильная заправочная станция «ТК БУЛЛ» на 33-м километре Московской Кольцевой Автодороги";"930770779";"АPC «ТК БУЛЛ» на 33-м километре Московской Кольцевой Автодороги";"Южный административный округ";"район Чертаново Южное";"33-й километр Московской Кольцевой Автодороги";"ООО «ТК БУЛЛ»";"16.04.2019";"";"";
"289";"Автомобильная заправочная станция «АЗС Энерджи» на улице генерала Белобородова, дом 40";"930770857";"АPC «АЗС Энерджи» на улице генерала Белобородова, дом 40";"Северо-Западный административный округ";"район Митино";"улица генерала Белобородова, дом 40";"ООО «АЗС Энерджи»";"18.04.2019";"";"";
"290";"Автомобильная заправочная станция «АЗС Энерджи» на Пятницком шоссе, дом 2";"930770867";"АЗC «АЗС Энерджи» на Пятницком шоссе, дом 2";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, дом 2";"ООО «АЗС Энерджи»";"18.04.2019";"";"";
"291";"Автомобильная заправочная станция «ПНК Магистраль» поселение Вороновское, деревня Ясенки, дом 1";"930770911";"АЗC «ПНК Магистраль» поселение Вороновское, деревня Ясенки, дом 1";"Троицкий административный округ";"поселение Вороновское";"поселение Вороновское, деревня Ясенки, дом 1";"ООО «ПНК Магистраль»";"17.05.2019";"";"";
"292";"Автомобильная заправочная станция «Лукойл-ЦНП» на Дмитровском шоссе, дом 167 А";"930770957";"АЗC «Лукойл-ЦНП» на Дмитровском шоссе, дом 167 А";"Северо-Восточный административный округ";"район Северный";"Дмитровское шоссе, дом 167 А";"ООО «Лукойл-ЦНП»";"24.05.2019";"";"";
"293";"Автомобильная заправочная станция «АВИС-АМ» на 32-м километре Московской Кольцевой Автодороги";"930770982";"АPC «АВИС-АМ» на 32-м километре Московской Кольцевой Автодороги, владение 7";"Южный административный округ";"район Чертаново Южное";"32-й километр Московской Кольцевой Автодороги, владение 7";"ООО «АВИС-АМ»";"07.06.2019";"";"";
"294";"Автомобильная заправочная станция «РН-Москва» на Аминьевском шоссе, владение 4Б";"1011670329";"АPC «РН-Москва» на Аминьевском шоссе, владение 4Б";"Западный административный округ";"район Очаково-Матвеевское";"Аминьевское шоссе, владение 4Б";"АО «РН-Москва»";"06.08.2019";"";"";
"295";"Автомобильная заправочная станция «Нафта Инжиниринг» в Краснокурсантском 1-м проезде, владение 2, строение 1";"1011670330";"АPC «Нафта Инжиниринг» в Краснокурсантском 1-м проезде, владение 2, строение 1";"Юго-Восточный административный округ";"район Лефортово";"Краснокурсантский 1-й проезд, владение 2, строение 1";"ООО «Нафта Инжиниринг»";"30.08.2019";"";"";
"296";"Автомобильная заправочная станция «Фортекс» на Болотниковской улице, владение 36В";"1026789491";"АЗС «Фортекс» на Болотниковской улице, владение 36В";"Юго-Западный административный округ";"район Зюзино";"Болотниковская улица, владение 36В";"ООО «Фортекс»";"25.10.2019";"";"";
"297";"Автомобильная заправочная станция «ИП Филатов В.А.» в пос. Ерино на улице Высокая, дом 100";"1034718965";"АЗС «ИП Филатов В.А.» в пос. Ерино на улице Высокая, дом 100";"Новомосковский административный округ";"поселение Рязановское";"пос. Ерино на улице Высокая, дом 100";"ИП Филатов В.А.";"24.01.2020";"";"";
"298";"Автомобильная заправочная станция ООО «АЗС Энерджи» на 41-м километре Калужского шоссе";"1034718966";"АЗС ООО «АЗС Энерджи» на 41-м километре Калужского шоссе";"Троицкий административный округ";"поселение Троицк";"41-й километр Калужского шоссе";"ООО «АЗС Энерджи»";"28.01.2020";"";"";
"299";"Автомобильная заправочная станция ООО «ТД Нефтьмагистраль»в пос. Щапово на Садовом б-ре д. 5А стр. 1";"1034718968";"АЗС ООО «ТД Нефтьмагистраль»в пос. Щапово на Садовом б-ре д. 5А стр. 1";"Троицкий административный округ";"поселение Щаповское";"пос. Щапово на Садовом бульваре дом 5А строение 1";"ООО «ТД Нефтьмагистраль»";"07.02.2020";"";"";
"300";"Автомобильная заправочная станция ООО «ВЭСКА» на Краснополянской ул., вл. 1";"1034718969";"АЗС ООО «ВЭСКА» на Краснополянской ул., вл. 1";"Северный административный округ";"Дмитровский район";"Краснополянская ул., вл. 1";"ООО «ВЭСКА»";"14.02.2020";"";"";
"301";"Автомобильная заправочная станция ООО «Шелл Нефть» на Ленинградском ш., вл. 47А";"1034718972";"АЗС ООО «Шелл Нефть» на Ленинградском ш., вл. 47А";"Северный административный округ";"Головинский район";"Ленинградское ш., вл. 47А";"ООО «Шелл Нефть»";"06.03.2020";"";"";
"302";"Автомобильная заправочная станция «РН-Москва» на улице Академика Скрябина, дом 11";"1047294241";"АЗС «РН-Москва» на улице Академика Скрябина, дом 11";"Юго-Восточный административный округ";"район Кузьминки";"ул. Академика Скрябина, дом 11";"АО «РН-Москва»";"19.06.2020";"";"";
"303";"Автомобильная заправочная станция «РАСА» на Балаклавском проспекте, владение 11";"1047294375";"АЗС «РАСА» на Балаклавском проспекте, владение 11";"Южный административный округ";"район Чертаново Северное";"Балаклавский проспект, владение 11";"ООО «РАСА»";"25.06.2020";"";"";
"304";"Автомобильная заправочная станция «Лукойл-Центрнефтепродукт»";"1067005126";"АЗС «Лукойл-Центрнефтепродукт»";"Южный административный округ";"район Нагатино-Садовники";"Коломенский пр-д, вл. 3А";"ООО «Лукойл-Центрнефтепродукт»";"07.08.2020";"";"";
"305";"Автомобильная заправочная станция «Авангард» на Харьковском проезде, владение 2А";"1082872648";"АЗС «Авангард» на Харьковском проезде, владение 2А";"Южный административный округ";"район Бирюлёво Западное";"Харьковский проезд, владение 2А";"ООО «Авангард»";"13.10.2020";"";"";
"306";"Автомобильная заправочная станция «Газпромнефть-Центр» на улице Наметкина, владение 10В";"1082873127";"АЗС «Газпромнефть-Центр» на улице Наметкина, владение 10В";"Юго-Западный административный округ";"Обручевский район";"улица Наметкина, владение 10В";"ООО «Газпромнефть - Центр»";"10.11.2020";"";"";
"307";"Автомобильная заправочная станция «Глобал» на улице Полярная, дом 37Г, строение 1";"1082873131";"АЗС «Глобал» на улице Полярная, дом 37Г, строение 1";"Северо-Восточный административный округ";"район Северное Медведково";"улица Полярная, дом 37Г, строение 1";"ООО «Глобал»";"18.12.2020";"";"";
"308";"Автомобильная заправочная станция «Глобал» на 94-м км МКАД, владение 6";"1105864580";"АЗС «Глобал» на 94-м км МКАД, владение 6";"Северо-Восточный административный округ";"Лосиноостровский район";"94-й км МКАД, владение 6";"ООО «Глобал»";"22.01.2021";"";"";
"309";"Автомобильная заправочная станция «Глобал» на Ростокинском проезде, владение 11, строение 1";"1105945754";"АЗС «Глобал» на Ростокинском проезде, владение 11, строение 1";"Северо-Восточный административный округ";"район Ростокино";"Ростокинский проезд, владение 11, строение 1";"ООО «Глобал»";"05.02.2021";"";"";
"310";"Автомобильная заправочная станция «ГАЗ Макси Трейд» на проспекте Андропова, дом 51";"1106046273";"АЗС «ГАЗ Макси Трейд» на проспекте Андропова, дом 51";"Южный административный округ";"район Нагатино-Садовники";"проспект Андропова, дом 51";"ООО «ГАЗ Макси Трейд»";"12.02.2021";"";"";
"311";"Автомобильная заправочная станция «ГАЗ Макси Трейд» на Липецкой улице, дом 3";"1106318340";"АЗС «ГАЗ Макси Трейд» на Липецкой улице, дом 3";"Южный административный округ";"район Царицыно";"Липецкая улица, дом 3";"ООО «ГАЗ Макси Трейд»";"22.06.2021";"";"";
"312";"Автомобильная заправочная станция «РН-Москва» Братеевской улице, владение 4, строение 1";"1139075882";"АЗС «РН-Москва» Братеевской улице, владение 4, строение 1";"Южный административный округ";"район Братеево";"Братеевская улица, владение 4, строение 1";"АО «РН-Москва»";"27.07.2021";"";"";
"313";"Автомобильная заправочная станция «АВИС-АМ» на 32-м км МКАД";"1139077248";"АЗС «АВИС-АМ» на 32-м км МКАД";"Южный административный округ";"район Чертаново Южное";"32-й км МКАД";"ООО «АВИС-АМ»";"17.08.2021";"";"";
